"","LeafLength","ID","Stress","Genotype","Day"
"3428",15.5,"204","control","1",15
"3429",14.3,"222","control","17",15
"3430",13.9,"175","control","17",15
"3431",14.4,"193","control","18",15
"3432",14.6,"154","control","18",15
"3433",14.6,"85","control","19",15
"3434",14.9,"210","control","19",15
"3435",13.4,"15","control","20",15
"3436",12.4,"36","control","20",15
"3437",13.7,"2","control","21",15
"3438",15.6,"207","control","21",15
"3439",13.2,"46","control","22",15
"3440",14.5,"40","control","22",15
"3441",12.7,"19","control","23",15
"3442",12.5,"55","control","23",15
"3443",14.2,"25","control","24",15
"3444",14.9,"93","control","24",15
"3445",14.3,"101","control","2",15
"3446",15.5,"236","control","2",15
"3447",10.5,"106","control","25",15
"3448",10.2,"116","control","25",15
"3449",12.9,"167","control","26",15
"3450",13.5,"144","control","26",15
"3451",12.3,"1","control","27",15
"3452",11.9,"24","control","27",15
"3453",19.5,"135","control","28",15
"3454",17.1,"4","control","28",15
"3455",17.5,"185","control","29",15
"3456",17.9,"126","control","29",15
"3457",12.8,"105","control","30",15
"3458",12.7,"142","control","30",15
"3459",12.9,"66","control","31",15
"3460",14.4,"200","control","31",15
"3461",13,"69","control","32",15
"3462",14.5,"234","control","32",15
"3463",13.7,"198","control","33",15
"3464",11,"84","control","33",15
"3465",12.4,"221","control","34",15
"3466",11.8,"56","control","34",15
"3467",12.2,"172","control","3",15
"3468",12.8,"220","control","3",15
"3469",12.2,"45","control","35",15
"3470",12.6,"8","control","35",15
"3471",11,"95","control","36",15
"3472",11.8,"164","control","36",15
"3473",12.6,"169","control","37",15
"3474",10.8,"78","control","37",15
"3475",14.7,"33","control","38",15
"3476",13.3,"120","control","38",15
"3477",16.8,"129","control","39",15
"3478",14.2,"71","control","39",15
"3479",12.8,"42","control","40",15
"3480",12.2,"114","control","40",15
"3481",12,"138","control","41",15
"3482",12.1,"87","control","41",15
"3483",3.5,"125","control","42",15
"3484",14.7,"18","control","42",15
"3485",6.7,"110","control","43",15
"3486",13.5,"107","control","43",15
"3487",10.4,"73","control","44",15
"3488",13.1,"224","control","44",15
"3489",15.3,"49","control","45",15
"3490",16.4,"229","control","45",15
"3491",14,"215","control","46",15
"3492",12.5,"32","control","46",15
"3493",16.9,"60","control","47",15
"3494",13.1,"96","control","47",15
"3495",9.8,"61","control","48",15
"3496",10.2,"166","control","48",15
"3497",13.3,"89","control","4",15
"3498",12.3,"90","control","4",15
"3499",14.4,"173","control","5",15
"3500",17.2,"182","control","5",15
"3501",14.9,"54","control","6",15
"3502",14.8,"155","control","6",15
"3503",19.4,"233","control","7",15
"3504",15.5,"192","control","7",15
"3505",10,"137","drought","8",15
"3506",10.4,"151","drought","8",15
"3507",9.4,"146","drought","9",15
"3508",9.5,"112","drought","9",15
"3509",8.1,"130","drought","10",15
"3510",9.6,"208","drought","10",15
"3511",12.6,"117","drought","11",15
"3512",11.5,"30","drought","11",15
"3513",11.1,"10","drought","12",15
"3514",10.2,"92","drought","12",15
"3515",11.9,"21","drought","13",15
"3516",11.3,"119","drought","13",15
"3517",10.3,"50","drought","14",15
"3518",9.2,"86","drought","14",15
"3519",13.8,"115","drought","15",15
"3520",14.1,"148","drought","15",15
"3521",14.5,"178","drought","16",15
"3522",12.2,"128","drought","16",15
"3523",11.5,"123","drought","1",15
"3524",10.4,"232","drought","1",15
"3525",10.7,"133","drought","17",15
"3526",10.8,"226","drought","17",15
"3527",10.4,"145","drought","18",15
"3528",9.8,"143","drought","18",15
"3529",10.2,"81","drought","19",15
"3530",9.2,"196","drought","19",15
"3531",10.3,"43","drought","20",15
"3532",9.5,"160","drought","20",15
"3533",10.2,"197","drought","21",15
"3534",12,"238","drought","21",15
"3535",11.7,"97","drought","22",15
"3536",9.9,"188","drought","22",15
"3537",9.4,"102","drought","23",15
"3538",9.3,"44","drought","23",15
"3539",11.5,"121","drought","24",15
"3540",11.2,"218","drought","24",15
"3541",11.4,"111","drought","2",15
"3542",12.3,"219","drought","2",15
"3543",8.7,"118","drought","25",15
"3544",8,"190","drought","25",15
"3545",11.2,"17","drought","26",15
"3546",11.6,"161","drought","26",15
"3547",8.7,"177","drought","27",15
"3548",10,"183","drought","27",15
"3549",14.1,"206","drought","28",15
"3550",13.4,"72","drought","28",15
"3551",11.2,"82","drought","29",15
"3552",13.3,"100","drought","29",15
"3553",12.4,"77","drought","30",15
"3554",9.6,"11","drought","30",15
"3555",9,"74","drought","31",15
"3556",12,"23","drought","31",15
"3557",11.4,"22","drought","32",15
"3558",11.7,"170","drought","32",15
"3559",11,"13","drought","33",15
"3560",10,"94","drought","33",15
"3561",8.2,"194","drought","34",15
"3562",7.9,"51","drought","34",15
"3563",9.3,"181","drought","3",15
"3564",10.9,"228","drought","3",15
"3565",11,"134","drought","35",15
"3566",10.2,"127","drought","35",15
"3567",10,"209","drought","36",15
"3568",9.4,"163","drought","36",15
"3569",11.6,"27","drought","37",15
"3570",8.9,"203","drought","37",15
"3571",9.3,"3","drought","38",15
"3572",12.1,"131","drought","38",15
"3573",10.1,"150","drought","39",15
"3574",10.8,"216","drought","39",15
"3575",10.1,"70","drought","40",15
"3576",7.4,"99","drought","40",15
"3577",10.8,"235","drought","41",15
"3578",8.6,"124","drought","41",15
"3579",11.2,"113","drought","42",15
"3580",10.4,"141","drought","42",15
"3581",10.1,"59","drought","43",15
"3582",9.5,"83","drought","43",15
"3583",9.3,"136","drought","44",15
"3584",10,"212","drought","44",15
"3585",10.6,"186","drought","45",15
"3586",11.2,"20","drought","45",15
"3587",7.9,"140","drought","46",15
"3588",7.1,"176","drought","46",15
"3589",14.7,"225","drought","47",15
"3590",11.3,"80","drought","47",15
"3591",8.9,"63","drought","48",15
"3592",9.1,"147","drought","48",15
"3593",10.1,"9","drought","4",15
"3594",8.6,"79","drought","4",15
"3595",10.9,"26","drought","5",15
"3596",11.4,"158","drought","5",15
"3597",10.7,"37","drought","6",15
"3598",10.4,"75","drought","6",15
"3599",12.2,"201","drought","7",15
"3600",12.5,"68","drought","7",15
"3602",14.6,"62","control","17",16
"3603",13.6,"35","control","17",16
"3604",15.4,"91","control","17",16
"3605",14.9,"76","control","17",16
"3606",13.1,"108","control","17",16
"3607",13.4,"149","control","31",16
"3608",13.7,"237","control","31",16
"3609",17.6,"223","control","31",16
"3611",14,"28","control","31",16
"3612",17.4,"240","control","31",16
"3615",13.5,"157","control","48",16
"3616",12.5,"122","control","48",16
"3617",14.2,"7","control","48",16
"3618",11.4,"52","control","48",16
"3619",17.7,"57","control","5",16
"3620",15.4,"213","control","5",16
"3622",15.7,"31","control","5",16
"3623",16.3,"187","control","5",16
"3624",14.8,"104","control","5",16
"3625",10.3,"34","drought","17",16
"3626",9,"98","drought","17",16
"3628",11.2,"171","drought","17",16
"3630",9.3,"132","drought","17",16
"3631",12.7,"217","drought","31",16
"3632",14.8,"230","drought","31",16
"3635",15.9,"211","drought","31",16
"3636",10.6,"184","drought","31",16
"3637",10.3,"153","drought","48",16
"3638",9.6,"162","drought","48",16
"3639",14.1,"174","drought","48",16
"3640",9.9,"47","drought","48",16
"3643",13.1,"5","drought","5",16
"3644",13.7,"165","drought","5",16
"3647",11.9,"103","drought","5",16
"3648",13.9,"12","drought","5",16
"3649",11,"152","control","8",16
"3650",14.5,"180","control","8",16
"3651",12.6,"29","control","9",16
"3652",11,"109","control","9",16
"3653",14.7,"189","control","10",16
"3654",13.7,"227","control","10",16
"3655",17.2,"205","control","11",16
"3656",17.6,"159","control","11",16
"3657",16.1,"156","control","12",16
"3658",14.5,"168","control","12",16
"3659",12.9,"6","control","13",16
"3660",16.4,"231","control","13",16
"3661",12.7,"16","control","14",16
"3662",12.5,"88","control","14",16
"3663",17.1,"14","control","15",16
"3664",14.7,"64","control","15",16
"3665",15.1,"67","control","16",16
"3666",17,"195","control","16",16
"3667",14.9,"53","control","1",16
"3668",15.2,"204","control","1",16
"3669",14,"222","control","17",16
"3670",14.1,"175","control","17",16
"3671",13.6,"193","control","18",16
"3672",14.6,"154","control","18",16
"3673",14.5,"85","control","19",16
"3674",15.9,"210","control","19",16
"3675",13.4,"15","control","20",16
"3676",12.4,"36","control","20",16
"3677",13.8,"2","control","21",16
"3678",15.3,"207","control","21",16
"3679",13.1,"46","control","22",16
"3680",16,"40","control","22",16
"3681",13.3,"19","control","23",16
"3682",12.5,"55","control","23",16
"3683",14.4,"25","control","24",16
"3684",15.3,"93","control","24",16
"3685",14.4,"101","control","2",16
"3686",15.5,"236","control","2",16
"3687",10.3,"106","control","25",16
"3688",10.9,"116","control","25",16
"3689",12.4,"167","control","26",16
"3690",13.6,"144","control","26",16
"3691",11.7,"1","control","27",16
"3692",12.2,"24","control","27",16
"3693",19.6,"135","control","28",16
"3694",17.7,"4","control","28",16
"3695",17.5,"185","control","29",16
"3696",17.5,"126","control","29",16
"3697",12.8,"105","control","30",16
"3698",12.9,"142","control","30",16
"3699",12.7,"66","control","31",16
"3700",14.4,"200","control","31",16
"3701",12.9,"69","control","32",16
"3702",14.8,"234","control","32",16
"3703",13.4,"198","control","33",16
"3704",11.6,"84","control","33",16
"3705",12.4,"221","control","34",16
"3706",11.9,"56","control","34",16
"3707",12.3,"172","control","3",16
"3708",12.6,"220","control","3",16
"3709",12.2,"45","control","35",16
"3710",12.5,"8","control","35",16
"3711",11.1,"95","control","36",16
"3712",11.9,"164","control","36",16
"3713",12.1,"169","control","37",16
"3714",10.4,"78","control","37",16
"3715",13.9,"33","control","38",16
"3716",13.4,"120","control","38",16
"3717",16.8,"129","control","39",16
"3718",13.8,"71","control","39",16
"3719",12.9,"42","control","40",16
"3720",12.2,"114","control","40",16
"3721",12.5,"138","control","41",16
"3722",12,"87","control","41",16
"3723",3.5,"125","control","42",16
"3724",15.4,"18","control","42",16
"3725",6.1,"110","control","43",16
"3726",13.3,"107","control","43",16
"3727",10.4,"73","control","44",16
"3728",13.1,"224","control","44",16
"3729",15.1,"49","control","45",16
"3730",16.3,"229","control","45",16
"3731",14.4,"215","control","46",16
"3732",12.5,"32","control","46",16
"3733",16.8,"60","control","47",16
"3734",12.9,"96","control","47",16
"3735",9.7,"61","control","48",16
"3736",10,"166","control","48",16
"3737",13.1,"89","control","4",16
"3738",12.4,"90","control","4",16
"3739",14.6,"173","control","5",16
"3740",17.9,"182","control","5",16
"3741",14.4,"54","control","6",16
"3742",14.8,"155","control","6",16
"3743",19.1,"233","control","7",16
"3744",15.4,"192","control","7",16
"3745",10,"137","drought","8",16
"3746",10.3,"151","drought","8",16
"3747",9.3,"146","drought","9",16
"3748",9.5,"112","drought","9",16
"3749",8,"130","drought","10",16
"3750",9.7,"208","drought","10",16
"3751",12.7,"117","drought","11",16
"3752",11.8,"30","drought","11",16
"3753",10.6,"10","drought","12",16
"3754",10.1,"92","drought","12",16
"3755",12.2,"21","drought","13",16
"3756",10.8,"119","drought","13",16
"3757",10.5,"50","drought","14",16
"3758",9.6,"86","drought","14",16
"3759",14.2,"115","drought","15",16
"3760",13.9,"148","drought","15",16
"3761",14.3,"178","drought","16",16
"3762",12.3,"128","drought","16",16
"3763",11.2,"123","drought","1",16
"3764",10.4,"232","drought","1",16
"3765",10.7,"133","drought","17",16
"3766",10.6,"226","drought","17",16
"3767",11.6,"145","drought","18",16
"3768",9.3,"143","drought","18",16
"3769",10.4,"81","drought","19",16
"3770",9.2,"196","drought","19",16
"3771",10.4,"43","drought","20",16
"3772",9.6,"160","drought","20",16
"3773",10.1,"197","drought","21",16
"3774",12,"238","drought","21",16
"3775",11.8,"97","drought","22",16
"3776",10,"188","drought","22",16
"3777",9.9,"102","drought","23",16
"3778",9.3,"44","drought","23",16
"3779",11.5,"121","drought","24",16
"3780",11,"218","drought","24",16
"3781",11.6,"111","drought","2",16
"3782",12.1,"219","drought","2",16
"3783",9.1,"118","drought","25",16
"3784",8.1,"190","drought","25",16
"3785",10.6,"17","drought","26",16
"3786",11.9,"161","drought","26",16
"3787",8.9,"177","drought","27",16
"3788",10,"183","drought","27",16
"3789",13.2,"206","drought","28",16
"3790",13.3,"72","drought","28",16
"3791",11.4,"82","drought","29",16
"3792",12.9,"100","drought","29",16
"3793",12.2,"77","drought","30",16
"3794",10.3,"11","drought","30",16
"3795",8.9,"74","drought","31",16
"3796",11.7,"23","drought","31",16
"3797",11.1,"22","drought","32",16
"3798",10.9,"170","drought","32",16
"3799",11.1,"13","drought","33",16
"3800",10.1,"94","drought","33",16
"3801",8.4,"194","drought","34",16
"3802",8.1,"51","drought","34",16
"3803",9.3,"181","drought","3",16
"3804",10.4,"228","drought","3",16
"3805",11.4,"134","drought","35",16
"3806",10.5,"127","drought","35",16
"3807",9,"209","drought","36",16
"3808",9.8,"163","drought","36",16
"3809",11.4,"27","drought","37",16
"3810",8.9,"203","drought","37",16
"3811",9.8,"3","drought","38",16
"3812",12.1,"131","drought","38",16
"3813",10.1,"150","drought","39",16
"3814",12.1,"216","drought","39",16
"3815",10.3,"70","drought","40",16
"3816",7,"99","drought","40",16
"3817",10.4,"235","drought","41",16
"3818",8.7,"124","drought","41",16
"3819",11.4,"113","drought","42",16
"3820",10.2,"141","drought","42",16
"3821",10.2,"59","drought","43",16
"3822",10.1,"83","drought","43",16
"3823",9.4,"136","drought","44",16
"3824",9.8,"212","drought","44",16
"3825",10.4,"186","drought","45",16
"3826",10.9,"20","drought","45",16
"3827",7.6,"140","drought","46",16
"3828",7.3,"176","drought","46",16
"3829",14.7,"225","drought","47",16
"3830",11.2,"80","drought","47",16
"3831",8.5,"63","drought","48",16
"3832",9.5,"147","drought","48",16
"3833",9.7,"9","drought","4",16
"3834",9,"79","drought","4",16
"3835",11.2,"26","drought","5",16
"3836",11.3,"158","drought","5",16
"3837",10.1,"37","drought","6",16
"3838",10.3,"75","drought","6",16
"3839",12.5,"201","drought","7",16
"3840",12.5,"68","drought","7",16
